Status,AdditionalListingInfo,MLSNumber,Address,CurrentPrice,DOM,BathsTotal,BedsTotal,BathsFull,BathsHalf,SqFtTotal,LotSizeArea_Min,City,Age 
Pending,Potential Short Sale / Lender Appr Required,ML81533950,143 Oakwood Drive,799000,27,1,2,1,0,1400,7650,Redwood City,74
Contingent,Not Applicable,ML81546322,2561 Adams Court,799000,39,3,4,2,1,1610,2374.02,South San Francisco,44
Contingent,Not Applicable,ML81548753,275 Winwood Way,799000,21,2,3,2,0,1320,6760,Pacifica,79
Contingent,Not Applicable,ML81549420,3345 Fleetwood Drive,799000,8,3,4,3,0,2610,24890.18,San Bruno,52
Pending,Not Applicable,ML81549518,120 Shelter Cove Drive,799000,13,2,3,2,0,1510,5301.25,El Granada,46
Pending,Not Applicable,ML81549686,3 Ortega Court,799000,14,1,3,1,0,1400,7148.2,Pacifica,61
Active,Not Applicable,ML81549785,2100 Meadow View Place,799000,29,2,2,2,0,1076,3118.9,San Mateo,33
Pending,Not Applicable,ML81550498,726 Beechwood Drive,799000,7,1,3,1,0,1230,3598.06,Daly City,61
Pending,Not Applicable,ML81551109,424 Yellowstone Drive,799000,9,2,3,2,0,1634,5880.6,South San Francisco,57
Active,Not Applicable,ML81561227,1304 Carlton Avenue,799000,19,2,3,2,0,1140,5880.6,Menlo Park,68
Contingent,Not Applicable,ML81561627,465 Terrace Avenue,799000,9,2,3,2,0,1160,6159.38,Moss Beach,51
Active,Not Applicable,ML81562181,556 Shoal Circle,799000,13,2,1,2,0,1323,256363.67,Redwood City,24
Active,Not Applicable,ML81562489,788 Linden Avenue,799000,11,1,2,1,0,1040,5100.88,San Bruno,71
Active,Not Applicable,ML81562737,3419 Hoover Street,799000,8,1,3,1,0,1120,5998.21,Redwood City,79
Active,Not Applicable,ML81562928,1352 Madera Avenue,799000,7,1,3,1,0,980,5998.21,Menlo Park,64
Active,Not Applicable,ML81549073,1445 Jefferson Avenue,799000,1,1,2,1,0,830,5000.69,Redwood City,90
Active,Not Applicable,ML81563528,271 Saint Francis Boulevard,799000,5,3,3,3,0,1650,3400,Daly City,57
Active,Not Applicable,ML81563567,17 Blossom Court,799000,5,2,3,2,0,1770,2500.34,Daly City,41
Active,Not Applicable,ML81564017,1 Mandalay Place,798888,1,2,2,2,0,1440,44731.76,South San Francisco,12
Pending,Court Confirmation May Be Req'd,ML81561282,564 Acacia Avenue,798800,14,1,2,1,0,1040,6032,San Bruno,74
Pending,Not Applicable,ML81561239,244 Westlake Avenue,798000,13,2,2,1,1,1380,6200,Daly City,90
Contingent,Not Applicable,ML81561400,130 Buxton Avenue,798000,9,2,4,2,0,1770,5100.88,South San Francisco,64
Pending,Not Applicable,ML81561426,964 Norton Street,798000,5,1,3,1,0,1000,7500,San Mateo,66
Pending,Not Applicable,ML81561651,579 Acacia Avenue,798000,7,2,2,1,1,1020,5087.81,San Bruno,71
Active,Not Applicable,ML81562465,3520 Hoover Street,798000,11,1,2,1,0,970,6150.67,Redwood City,69
Active,Not Applicable,ML81562542,665 Monte Rosa Drive,798000,11,2,2,2,0,1097,,Menlo Park,51
Contingent,Not Applicable,ML81550507,2 Lake Forest ,795000,13,1,2,1,0,1350,5300,Daly City,66
Pending,Not Applicable,ML81467996,1219 Arguello Street,790000,164,1,3,1,0,1050,5035,Redwood City,107
Pending,Not Applicable,ML81549516,479 C Street,789990,27,1,3,1,0,1270,3101.47,Colma,66
Pending,Not Applicable,ML81546567,1456 San Carlos Avenue,789000,8,2,2,2,0,1286,15138,San Carlos,42
Pending,Not Applicable,ML81548971,24 Outlook Circle,789000,7,3,2,2,1,1675,606163.54,Pacifica,21
Pending,Not Applicable,ML81550033,4591 Alhambra Drive,789000,16,2,4,2,0,1296,5575.68,Fremont,59
Active,Not Applicable,ML81561395,1012 Monte Verde Drive,789000,18,1,3,1,0,1040,6550,Pacifica,62
Active,Not Applicable,ML81563129,601 Leahy Street,789000,7,2,3,2,0,1555,32317.16,Redwood City,41
Active,Not Applicable,ML81563143,223 Indio Drive,789000,6,1,3,1,0,1180,8524.69,South San Francisco,69
Pending,Not Applicable,ML81549585,4627 Sloat Road,788888,8,3,3,2,1,1632,6513,Fremont,55
Pending,Not Applicable,ML81549467,760 Serra Drive,788000,9,2,3,2,0,1330,9661.61,South San Francisco,61
Pending,Not Applicable,ML81549515,4050 Farm Hill Boulevard,788000,12,3,3,2,1,1386,73969.24,Redwood City,46
Pending,Not Applicable,ML81562421,3321 Brittan Avenue,785000,7,2,2,2,0,1040,280356.52,San Carlos,42
Pending,Potential Short Sale / Lender Appr Required,ML81498350,2468 Fox Ridge Drive,779000,171,3,4,3,0,2881,10967,Castro Valley,21
Active,Not Applicable,ML81561548,1583 SE Kavanaugh Drive,779000,18,2,3,2,0,1630,5000.69,East Palo Alto,60
Active,Not Applicable,ML81562522,457 Cork Harbour Circle,779000,11,2,2,2,0,1136,441877,Redwood City,31
Contingent,Not Applicable,ML81550514,3830 Shamrock Court,778000,20,3,4,2,1,1640,2491.63,South San Francisco,47
Active,Not Applicable,ML81561951,175 Poplar Avenue,777000,5,2,3,2,0,1380,5000.69,San Bruno,79
Contingent,Not Applicable,ML81547226,360 Vallejo Drive,775000,45,2,2,2,0,1249,0,Millbrae,44
Pending,Not Applicable,ML81550019,357 Granada Drive,775000,11,2,3,2,0,1660,5248.98,South San Francisco,61
Pending,Not Applicable,ML81561644,449 Cork Harbour Circle,775000,10,2,2,2,0,1260,1,Redwood Shores,31
Active,Not Applicable,ML81562591,217 8th Avenue,775000,11,2,2,2,0,1260,16779.31,San Mateo,35
Active,REO / Bank Owned Property,ML81522337,2018 Willow Way,770400,49,2,3,2,0,1113,5300,San Bruno,59
Pending,Not Applicable,ML81561280,695 Linda Mar Boulevard,770000,14,2,3,1,1,1480,5501.63,Pacifica,62
Contingent,Not Applicable,ML81550692,8459 Beverly Lane,769900,11,2,4,2,0,1340,7156.91,Dublin,53
Pending,Not Applicable,ML81549602,318 Northwood Drive,769000,13,1,3,1,0,1270,4499.75,South San Francisco,68
Pending,Not Applicable,ML81549862,882 Higate Drive,769000,0,2,4,2,0,1580,3537.07,Daly City,55
Pending,Not Applicable,ML81550921,1240 Sevier Avenue,769000,9,1,3,1,0,1040,5750,Menlo Park,69
Pending,Not Applicable,ML81561187,1191 Compass Lane,769000,15,2,2,2,0,1286,,Foster City,42
Active,Not Applicable,ML81563107,783 Linda Mar Boulevard,769000,7,2,3,2,0,1040,5253.34,Pacifica,62
Contingent,Not Applicable,ML81548760,615 Port Drive,768000,12,2,3,2,0,1313,28483.88,San Mateo,34
Pending,Not Applicable,ML81549673,299 Linden Avenue,767000,8,2,2,1,1,1150,5800,San Bruno,77
Pending,Not Applicable,ML81547903,3911 Vineyard Avenue,765888,36,3,4,3,0,2009,0,Pleasanton,9
Pending,Not Applicable,ML81547122,144 Patrick Way,765000,19,3,2,2,1,1400,984.46,Half Moon Bay,20
Pending,Not Applicable,ML81545913,3407 Jefferson Avenue,760000,49,1,2,1,0,780,3120,Redwood City,65
Active,Not Applicable,ML81563400,15 Serra Court,760000,5,2,3,1,1,1300,4260.17,San Mateo,71
Pending,Court Confirmation May Be Req'd,ML81545468,2759 Xavier Street,750000,140,2,4,2,0,1493,8838.32,East Palo Alto,62
Pending,Not Applicable,ML81548005,220 Lindbergh Street,750000,13,1,3,1,0,970,4399.56,San Mateo,73
Pending,Not Applicable,ML81549550,128 Patrick Way,750000,7,3,2,2,1,1400,984.46,Half Moon Bay,21
Pending,Not Applicable,ML81549740,4521 Queensboro Way,750000,15,2,4,2,0,1798,5000.69,Union City,46
Pending,Not Applicable,ML81550615,4774 Wadsworth Court,750000,15,2,4,2,0,1556,5998.21,Fremont,53
Active,Not Applicable,ML81562309,77 Nottingham Avenue,750000,12,2,4,2,0,1590,3598.06,Redwood City,62
Active,Not Applicable,ML81564053,38016 Vallejo Street,750000,1,2,5,2,0,1296,13150.76,Fremont,65
Active,Not Applicable,ML81564125,1544 Ursula Way,750000,0,2,3,2,0,1100,5048.6,East Palo Alto,60
Contingent,Not Applicable,ML81547182,73 Bromley Court,749999,19,2,3,2,0,1160,3993,Daly City,44
Pending,Not Applicable,ML81546665,447 Inverness Drive,749950,34,2,4,2,0,1220,5000.69,Pacifica,61
Contingent,,ML81550236,37456 Willowood Drive,749950,17,2,3,2,0,2000,5658.44,Fremont,61
Pending,Not Applicable,ML81561562,5542 Beau Court,749950,12,2,4,2,0,1324,6403.32,Fremont,54
Contingent,Not Applicable,ML81551073,42629 Saratoga Park Street,749947,10,2,3,2,0,1767,5702,Fremont,54
Pending,Not Applicable,ML81548469,314 Lilac Lane,749900,15,2,4,2,0,1600,5000,East Palo Alto,86
Pending,REO / Bank Owned Property,ML81548566,4531 Donalbain Circle,749900,9,2,4,2,0,1214,7596.86,Fremont,31
Pending,Not Applicable,ML81549463,4739 Griffith Avenue,749900,10,2,3,2,0,1715,6581.92,Fremont,54
Active,Not Applicable,ML81550365,232 Monte Vista Lane,749888,26,3,3,2,1,1600,1393.92,Daly City,35
Pending,Not Applicable,ML81549501,4905 Yellowstone Park Drive,749800,7,2,3,2,0,1445,5414.51,Fremont,55
Pending,Not Applicable,ML81548312,800 N N El Camino Real ,749700,23,2,2,2,0,1379,26358.16,San Mateo,32
Active,Not Applicable,ML81545387,645 Skyline Drive,749000,78,2,3,2,0,1150,3300,Daly City,57
Pending,Not Applicable,ML81548554,334 Reichling Avenue,749000,11,2,3,2,0,1420,7200.47,Pacifica,52
Pending,Not Applicable,ML81549072,626 Forest Lake Drive,749000,22,2,3,1,1,1260,4520,Pacifica,52
Contingent,Not Applicable,ML81549596,629 Forest Lake Drive,749000,29,2,3,1,1,1110,3998,Pacifica,52
Pending,Not Applicable,ML81549661,7 Cove Lane,749000,13,2,2,2,0,1240,401893.27,Redwood City,33
Pending,Not Applicable,ML81550347,512 5th Street,749000,7,1,3,1,0,1040,5000.69,Montara,61
Contingent,Not Applicable,ML81550790,468 D Street,749000,9,2,2,1,1,1560,2800.91,Colma,80
Active,Not Applicable,ML81563735,401 S Norfolk Street,749000,4,2,2,2,0,913,68498,San Mateo,14
Active,Not Applicable,ML81563750,2235 Menalto Avenue,749000,4,2,4,2,0,1500,6500,East Palo Alto,49
Contingent,Potential Short Sale / Lender Appr Required,ML81500457,125 Paradise Drive,748888,40,1,3,1,0,1110,4000,Pacifica,48
Active,Not Applicable,ML81561317,1755 Tulane Avenue,748888,19,2,4,2,0,1700,5600,East Palo Alto,63
Pending,"Continue to Show, Release Clause Present, Potential Short Sale / Lender Appr Required",ML81407510,40789 STOCKTON Way,745000,126,3,3,3,0,2184,6286,Fremont,37
Pending,Not Applicable,ML81550214,877 Portwalk Place,744500,12,2,2,2,0,917,450612,Redwood City,29
Pending,Not Applicable,ML81551174,8067 Peachtree Avenue,739950,10,2,4,2,0,1708,7200.47,Newark,42
Pending,Not Applicable,ML81561334,8067 Peachtree Avenue,739950,9,2,4,2,0,1708,7200,Newark,42
Contingent,Not Applicable,ML81551091,38778 Larkspur Street,739000,13,2,3,2,0,1716,7000.09,Newark,53
Active,Not Applicable,ML81562208,1341 Jefferson Avenue,739000,13,1,2,1,0,890,4748.04,Redwood City,96
Active,Potential Short Sale / Lender Appr Required,ML81522307,270 Beachview Avenue,730000,42,2,2,2,0,1440,1250,Pacifica,36
Pending,Not Applicable,ML81551127,4746 Deadwood Drive,729950,12,2,3,2,0,1110,5314,Fremont,61
Contingent,Not Applicable,ML81545776,612 Schwerin Street,729888,42,2,3,2,0,1250,2500.34,Daly City,68
Pending,Not Applicable,ML81562316,800 Sea Spray Lane,729800,10,2,2,2,0,1233,40742,Foster City,32
Pending,Not Applicable,ML81549445,37465 Briarwood Drive,729000,9,2,3,2,0,1119,5401.44,Fremont,62
Pending,Not Applicable,ML81549566,280 San Fernando Way,729000,14,2,3,2,0,1270,3301.85,Daly City,57
Pending,Not Applicable,ML81549773,131 Francisco Street,729000,2,2,1,1,1,780,5998.21,El Granada,78
Contingent,Not Applicable,ML81550576,1820 Middlefield Road,729000,10,2,3,2,0,1090,4400,Redwood City,91
Pending,Not Applicable,ML81550688,4587 Hilo Street,729000,6,2,3,2,0,1148,5401.44,Fremont,56
Active,Not Applicable,ML81562569,320 Rockwood Drive,729000,11,1,2,1,0,1200,4769.82,South San Francisco,66
Contingent,Not Applicable,ML81550055,130 Plymouth Circle,728888,18,2,3,2,0,1160,3563.21,Daly City,43
Contingent,Not Applicable,ML81562303,6833 Eden Street,728888,11,2,3,2,0,1434,5399,Dublin,49
Active,Not Applicable,ML81563666,3267 Neal Terrace,728800,4,3,3,2,1,1745,2461.14,Fremont,24
Pending,Not Applicable,ML81519879,617 Del Monte Avenue,728000,16,2,3,2,0,1120,4500,South San Francisco,60
Contingent,Not Applicable,ML81547953,855 N Humboldt Street Street,728000,39,2,2,1,1,1152,1132.56,San Mateo,51
Contingent,Not Applicable,ML81550444,3252 Round Hill Drive,728000,11,3,3,2,1,1928,7993.26,Hayward,45
Pending,Not Applicable,ML81561927,642 Gellert Boulevard,728000,13,2,3,2,0,1160,3136.32,Daly City,45
Active,Not Applicable,ML81563568,733 Ocean View Avenue,728000,5,1,2,1,0,820,5000.69,San Mateo,67
Pending,Potential Short Sale / Lender Appr Required,ML81521860,2796 Fleetwood Drive,727000,10,3,4,3,0,2140,10350,San Bruno,60
Pending,Potential Short Sale / Lender Appr Required,ML81499207,5551 Crow Canyon Road,725000,0,3,4,3,0,2054,29185,Castro Valley,37
Contingent,Not Applicable,ML81562662,210 Palmetto Avenue,725000,5,2,2,2,0,1445,129368.84,Pacifica,31
Active,Not Applicable,ML81564091,1000 Davit Lane,725000,1,2,2,1,1,927,314412,Redwood Shores,20
Active,Not Applicable,ML81522368,688 Redwood Avenue,724900,36,3,2,2,1,1880,51314,Pescadero,30
Pending,Not Applicable,ML81549717,236 Wisteria Drive,720000,22,2,3,2,0,1110,5797.84,East Palo Alto,65
Active,Not Applicable,ML81550304,823 Green Ridge Drive,720000,26,2,2,2,0,1394,112169,Daly City,30
Contingent,Not Applicable,ML81551142,231 Longford Drive,720000,14,2,3,1,1,1110,5000.69,South San Francisco,63
Active,Not Applicable,ML81562397,1990 Depot Road,720000,12,3,4,3,0,2156,5039.89,Hayward,56
Pending,Not Applicable,ML81563670,28575 Starboard Lane,720000,0,3,4,3,0,1835,2291.26,Hayward,9
Active,Court Confirmation May Be Req'd,ML81546431,1111 Valencia Way,719000,60,2,3,2,0,1100,5564,Pacifica,56
Pending,Not Applicable,ML81548140,2248 Cooley Avenue,717000,16,1,2,1,0,1230,5400,East Palo Alto,65
Contingent,Not Applicable,ML81549510,246 Monte Vista Lane,715000,17,3,3,2,1,1600,1392,Daly City,35
Active,Not Applicable,ML81563608,3144 Engine House Drive,715000,4,2,4,2,0,1412,5000,Union City,31
Active,Not Applicable,ML81563497,559 San Diego Avenue,708888,5,1,2,1,0,960,2922.88,Daly City,109
Active,Not Applicable,ML81563827,127 Rosa Flora Circle,708000,3,2,3,2,0,1880,,South San Francisco,26
Pending,Not Applicable,ML81522712,32442 Celeste Court,705000,94,2,4,2,0,1566,6825,Union City,44
Pending,Not Applicable,ML81534772,6371 Marguerite Drive,700000,23,2,3,2,0,1315,7318.08,Newark,52
Pending,Not Applicable,ML81550171,1268 Albacore Terrace,699999,9,3,2,2,1,1178,1014,Fremont,22
Active,Not Applicable,ML81562183,703 Larch Avenue,699950,13,1,3,1,0,900,7500,South San Francisco,66
Contingent,Not Applicable,ML81550537,590 canyon ,699888,12,1,2,1,0,780,4320,Pacifica,76
Pending,Not Applicable,ML81549572,1444 El Camino Real ,699500,20,3,2,2,1,1375,,Burlingame,29
Contingent,Not Applicable,ML81549557,345 Horizon Way,699088,22,1,3,1,0,1110,3998.81,Pacifica,52
Pending,HUD Owned,ML81498858,1037 Brunswick Street,699000,12,1,3,1,0,2209,5000,Daly City,68
Pending,Not Applicable,ML81533450,1726 Palmetto Avenue,699000,18,1,3,1,0,1000,5663,Pacifica,110
Contingent,Not Applicable,ML81548278,1622 Michigan Avenue,699000,14,3,5,3,0,1970,5000.69,East Palo Alto,64
Pending,Not Applicable,ML81548851,58 N El Camino Real ,699000,12,2,2,2,0,1150,54731,San Mateo,37
Pending,Not Applicable,ML81549213,110 DEL MONTE Avenue,699000,10,2,2,1,1,1150,6600,South San Francisco,69
Pending,Not Applicable,ML81549421,1388 Linda Mar Boulevard,699000,12,1,3,1,0,1040,5000.69,Pacifica,61
Active,Not Applicable,ML81550087,491 Kelly Avenue,699000,27,1,3,1,0,1410,9000,Half Moon Bay,66
Active,Not Applicable,ML81561253,35985 Tozier Street,699000,19,3,4,2,1,1950,4051.08,Newark,41
Active,Court Confirmation May Be Req'd,ML81561765,2223 Greendale Drive,699000,15,2,3,2,0,1540,2450,South San Francisco,44
Active,Not Applicable,ML81562139,320 Vallejo Drive,699000,13,2,2,2,0,995,266735.3,Millbrae,44
Contingent,,ML81562613,2333 Shannon Drive,699000,5,2,3,2,0,1330,5000.69,South San Francisco,53
Pending,Not Applicable,ML81562712,14 Cove Lane,699000,7,1,1,1,0,1050,9999,Redwood Shores,33
Active,Not Applicable,ML81563408,2330 University Avenue,699000,5,2,2,2,0,1201,20106,East Palo Alto,10
Active,Not Applicable,ML81563572,49002 Cinnamon Fern Common,699000,5,2,2,2,0,1229,0,Fremont,7
Active,Not Applicable,ML81564001,3695 Stevenson Boulevard,699000,1,3,3,3,0,1319,0,Fremont,25
Pending,Potential Short Sale / Lender Appr Required,ML81466755,38830 Stillwater Common,698000,46,3,3,2,1,1474,3500,Fremont,28
Pending,Not Applicable,ML81548047,88 Norwood Avenue,698000,5,1,2,1,0,1030,3440,Daly City,43
Pending,Not Applicable,ML81548863,239 Alvarado Street,698000,13,2,3,2,0,910,2800.91,Brisbane,84
Pending,Not Applicable,ML81550642,821 N Humboldt Street,698000,12,1,2,1,0,1050,0,San Mateo,51
Pending,Not Applicable,ML81533360,317 A Street,695000,25,1,2,1,0,980,2500,South San Francisco,77
Pending,Not Applicable,ML81549293,180 Mirada Drive,695000,16,2,2,2,0,1320,3465,Daly City,57
Active,Not Applicable,ML81563781,39 Prague Street,695000,4,1,2,1,0,930,5000.69,San Mateo,69
Pending,Not Applicable,ML81548142,23413 Eden Avenue,690000,4,1,1,1,0,576,17798.62,Hayward,91
Active,Not Applicable,ML81563824,2355 Carlos Street,690000,3,2,1,1,1,980,6969.6,Moss Beach,109
Active,Not Applicable,ML81563352,3550 Carter Drive,689950,6,3,3,2,1,1644,301818.53,South San Francisco,37
Pending,REO / Bank Owned Property,ML81547933,16 Spruce Street,689000,12,1,3,1,0,960,5000,Millbrae,106
Pending,Not Applicable,ML81550775,332 Azalia Drive ,689000,11,2,3,2,0,1130,5000,East Palo Alto,65
Active,Not Applicable,ML81547835,2411 Chestnut Street,688000,47,2,2,0,2,2000,1999.4,Oakland,66
Pending,Not Applicable,ML81562244,88 17th Avenue,688000,8,2,2,2,0,925,29991.06,San Mateo,22
Pending,Not Applicable,ML81562435,525 Hemlock Avenue,688000,8,1,3,1,0,900,5000.69,South San Francisco,67
Pending,Court Confirmation May Be Req'd,ML81546348,163 Flournoy Street,685000,13,1,4,1,0,1110,3698.24,Daly City,92
Pending,Not Applicable,ML81547940,285 Hackamore Common,685000,15,2,3,2,0,1204,,Fremont,32
Active,Not Applicable,ML81563180,78 Amesport Landing,685000,6,3,2,2,1,1215,5471.14,Half Moon Bay,27
Contingent,REO / Bank Owned Property,ML81549244,335 Innisfree Drive,680000,19,3,3,3,0,1610,936.54,Daly City,37
Pending,Not Applicable,ML81561660,967 Garden Street,680000,5,2,2,2,0,1100,6018,East Palo Alto,67
Active,Not Applicable,ML81550054,170 N N Street,679900,27,4,3,3,1,1780,,Livermore,6
Active,Not Applicable,ML81563385,201 N Hummingbird Lane,678888,5,1,1,1,0,945,,San Mateo,4
Pending,Not Applicable,ML81562385,1416 Hemlock ,678000,9,1,2,1,0,820,4947,San Mateo,66
Active,Not Applicable,ML81563475,67 Highland Avenue,678000,5,1,3,1,0,1090,10641.71,South San Francisco,67
Contingent,Not Applicable,ML81561192,123 Mckinney Avenue,675000,8,1,3,1,0,1040,5201.06,Pacifica,65
Active,Court Confirmation May Be Req'd,ML81561620,35 W 28th Avenue,675000,16,2,2,2,0,1099,32539,San Mateo,42
Active,Not Applicable,ML81563938,2552 Emmett Way,675000,1,2,3,2,0,1250,5000.69,East Palo Alto,60
Pending,Not Applicable,ML81549940,113 Alta Vista Way,674900,9,2,2,2,0,1050,3201.66,Daly City,50
Contingent,Not Applicable,ML81550530,1360 Linda Mar Boulevard,670000,14,1,3,1,0,1040,5000,Pacifica,61
Active,Not Applicable,ML81514852,2647 Gonzaga Street,665000,126,1,3,1,0,1030,5000,East Palo Alto,63
Contingent,Not Applicable,ML81551148,75 Hyde Court,665000,13,3,2,2,1,1530,698,Daly City,34
Pending,Not Applicable,ML81561698,747 16th Avenue,665000,8,1,2,1,0,740,2674.58,Menlo Park,62
Pending,Not Applicable,ML81545683,106 Bella Vista Avenue,659000,26,1,2,1,0,990,7753.68,Pacifica,69
Active,Not Applicable,ML81563948,65 Oceanside Drive,658000,1,2,3,2,0,1150,3400,Daly City,58
Active,Not Applicable,ML81520174,2948 Cabrillo Avenue,650000,135,2,4,2,0,1684,6050,Livermore,53
Pending,REO / Bank Owned Property,ML81545511,736 Joaquin Avenue,650000,43,2,4,2,0,1864,7100.28,San Leandro,94
Contingent,Not Applicable,ML81550244,226 Cuesta Real ,650000,25,1,3,1,0,1350,36000,La Honda,87
Active,Not Applicable,ML81561931,494 ORIENTE ,650000,14,1,2,1,0,830,2500,Daly City,69
Pending,Not Applicable,ML81562453,373 Winchester Street,650000,5,1,2,1,0,1140,2500,Daly City,91
Active,Not Applicable,ML81563304,1023 Dublin Avenue,650000,6,2,3,2,0,1445,6499.15,Livermore,54
Pending,Not Applicable,ML81562851,1409 Speers Avenue,650000,2,2,3,2,0,1220,5000,San Mateo,62
Pending,Not Applicable,ML81550823,106 Shaniko Common,649950,16,2,3,2,0,1150,,Fremont,30
Contingent,Not Applicable,ML81550069,36024 Orleans Drive,649946,9,2,3,2,0,1230,6300,Newark,54
Active,Court Confirmation May Be Req'd,ML81546120,1165 Bieber Avenue,649500,62,1,3,1,0,910,7021,Menlo Park,63
Active,Not Applicable,ML81561375,819 N Humboldt Street,649500,19,1,2,1,0,903,1114918.2,San Mateo,51
Active,Not Applicable,ML81561634,201 Oak Court,649500,16,2,3,2,0,1254,56976.48,Daly City,26
Active,Not Applicable,ML81563343,185 Heligan Lane,649500,6,4,3,3,1,1548,,Livermore,7
Pending,Not Applicable,ML81547229,36393 Newark Boulevard,649000,17,2,4,2,0,1464,7200.47,Newark,54
Active,Not Applicable,ML81551018,26215 Ventura Avenue,649000,20,2,3,2,0,1654,6899.9,Hayward,63
Active,Potential Short Sale / Lender Appr Required,ML81562704,1700 San Carlos Avenue,649000,8,2,2,2,0,1300,15820.99,San Carlos,53
Active,Not Applicable,ML81563745,113 Shorebird Circle,649000,4,1,1,1,0,760,309490,Redwood Shores,30
Contingent,Not Applicable,ML81550149,1131 W Hillsdale Boulevard,648000,13,2,3,2,0,1169,8398.37,San Mateo,37
Contingent,Not Applicable,ML81550397,918 Beach Park Boulevard,648000,14,2,2,2,0,1060,394588.26,Foster City,43
Pending,Not Applicable,ML81546505,6606 Flanders Drive,644900,44,2,3,2,0,1126,5998.21,Newark,54
Contingent,Not Applicable,ML81546784,4289 Tanager Common,639927,49,2,3,1,1,1240,2827.04,Fremont,32
Active,Not Applicable,ML81563561,913 Commercial Avenue,639900,5,1,2,1,0,860,5536.48,South San Francisco,65
Active,Auction,ML81563253,840 Begier Avenue,630000,6,2,3,1,1,1485,5266.4,San Leandro,86
Pending,Not Applicable,ML81549004,151 Wenatchee Common,629800,15,2,3,2,0,1170,,Fremont,29
Pending,Not Applicable,ML81549787,4004 Farm Hill Boulevard,629000,28,1,2,1,0,916,286494.12,Redwood City,43
Active,Not Applicable,ML81563793,464 Clinton Street,629000,4,2,2,2,0,985,19408,Redwood City,55
Active,Not Applicable,ML81520673,2736 Bartlett Street,628000,131,1,3,1,0,1080,5125,Oakland,93
Pending,Not Applicable,ML81561379,764 Santa Lucia Avenue,625000,14,1,3,1,0,960,2326.1,San Bruno,56
Pending,Potential Short Sale / Lender Appr Required,ML81468311,33 Lycett Circle,620000,21,3,4,3,0,1750,3234,Daly City,36
Pending,Not Applicable,ML81561212,1525 Day Avenue,620000,8,2,3,1,1,1054,173094.37,San Mateo,55
Pending,Court Confirmation May Be Req'd,ML81535146,517 Acacia Avenue,604250,71,1,2,1,0,790,2500,San Bruno,63
Pending,Not Applicable,ML81550648,133 Monterey Street,600000,10,1,2,1,0,780,2879.32,Brisbane,69
Active,Not Applicable,ML81563178,5642 Spry Common,599999,6,3,3,2,1,1118,,Fremont,22
Active,Not Applicable,ML81522553,6501 San Pablo Avenue,599950,116,2,1,1,1,1210,1210,Oakland,9
Pending,Not Applicable,ML81548906,320 Peninsula Avenue,599950,12,2,2,2,0,908,50207,San Mateo,29
Contingent,Not Applicable,ML81550173,1249 Rosita Road,599950,9,3,3,2,1,1380,,Pacifica,43
Pending,Not Applicable,ML81520177,4100 N Cabrillo Highway ,599000,128,1,0,1,0,488,,Half Moon Bay,18
Active,Not Applicable,ML81520994,580 Pointe Pacific ,599000,58,2,2,2,0,1068,444228,Daly City,29
Pending,Not Applicable,ML81548476,15 Mateo Avenue,599000,7,2,2,2,0,890,10014.44,Millbrae,38
Active,Not Applicable,ML81548530,2916 Harrison Street,599000,41,1,2,1,0,1022,2800.91,Oakland,104
Active,Not Applicable,ML81549539,1021 San Luis Circle,599000,32,2,2,2,0,1004,696790.12,Daly City,30
Contingent,Not Applicable,ML81549815,513 Callippe Court,599000,9,2,2,2,0,1070,25325.78,Brisbane,17
Active,Not Applicable,ML81549833,380 Vallejo Drive,599000,28,1,1,1,0,764,144627.91,Millbrae,43
Active,Not Applicable,ML81550129,2136 Panama Street,599000,27,2,3,2,0,1119,5880.6,Hayward,61
Active,Not Applicable,ML81550582,783 Green Ridge Drive,599000,25,2,2,2,0,1158,112167,Daly City,30
Active,Not Applicable,ML81551113,25875 Underwood Avenue,599000,20,3,5,3,0,2212,5784.77,Hayward,64
Contingent,Not Applicable,ML81561399,43103 Washington Common,599000,7,1,2,1,0,791,1224.04,Fremont,46
Active,Not Applicable,ML81563738,3313 Baylis Street,599000,4,1,3,1,0,950,6089.69,Fremont,61
Contingent,Not Applicable,ML81562061,211 Clifton Road,598888,8,3,2,2,1,1190,888,Pacifica,29
Pending,Not Applicable,ML81548631,2317 Galway Drive,598000,9,2,3,1,1,1115,25269.16,South San Francisco,45
Contingent,Not Applicable,ML81550794,303 Philip Drive,598000,13,2,3,2,0,1242,,Daly City,41
Active,Not Applicable,ML81563116,2330 University Avenue,598000,7,2,2,2,0,981,20107.3,East Palo Alto,10
Pending,Not Applicable,ML81550437,3335 La Mesa Drive,597000,12,1,1,1,0,741,,San Carlos,43
Contingent,Not Applicable,ML81547982,3753 Radburn Drive,595000,20,1,2,1,0,858,858,South San Francisco,45
Active,Not Applicable,ML81549720,402 Laurel Avenue,595000,29,2,2,2,0,1090,14993.35,Half Moon Bay,30
Pending,Not Applicable,ML81550041,40 Crystal Springs Road,595000,8,1,1,1,0,700,19793.66,San Mateo,43
Pending,Auction,ML81562665,1241 Lerida Way,595000,5,3,3,2,1,1870,7160,Pacifica,52
Active,Not Applicable,ML81563159,3257 Valley Brook Way,595000,6,2,3,2,0,1534,7074.14,Hayward,94
Active,Not Applicable,ML81546771,1482 GROVE Way,590000,43,2,3,2,0,1440,8212,Hayward,69
